"","release_nb","fam_int_id","age","sex","num_children","marital","life_satisfaction","house_val","weeks_employed_last_yr","leisure_hrs","itemize_tax","health_status","race_ref_1","race_ref_2","race_ref_3","race_ref_4","religious_pref","religious_denom","donated_gt_25_charity_last_yr","religious_attend_nb","religious_attend_freq","respondant_was","taxable_income","total_fam_income","education","immigrant_fam_wt","house_val_thousand","donated"
"77","1","9570",43,"Male",0,"Divorced, annulled","Completely satisfied",385000,52,10,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",0,"None*","Current Reference Person",110500,158500,"HS",10.85,"[300, 450)","No"
"79","1","8610",42,"Female",3,"Separated","Somewhat satisfied",110000,0,16,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",20,"Year","Current Reference Person",0,111872,"SomeCollege",3.534,"[100, 150)","No"
"80","1","7631",38,"Male",2,"Married","Very satisfied",255000,52,25,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Spouse or new spouse",145100,145100,"SomeCollege",17.094,"[240, 300)","No"
"81","1","8110",84,"Female",0,"Widowed","Very satisfied",NA,0,48,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Protestant unspecified","Yes",0,"None*","Current Reference Person",0,30444,"SomeCollege",65.853,"Does not own home","Yes"
"82","1","3774",65,"Male",0,"Never married","Not very satisfied",1e+05,52,14,"No; did/will not file","Poor","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",7500,16020,"HS",75.749,"[100, 150)","No"
"83","1","5514",64,"Female",0,"Widowed","Somewhat satisfied",65000,52,6,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",2,"Year","Current Reference Person",4530,15330,"HS",45.955,"[65, 100)","No"
"85","1","470",59,"Female",0,"Divorced, annulled","Completely satisfied",180000,52,30,"Yes","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","Yes",2,"Week","Current Reference Person",28050,38897,"HS",5.223,"[150, 185)","Yes"
"86","1","868",52,"Male",0,"Divorced, annulled","Very satisfied",NA,52,20,"No; did/will not file","Excellent","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",1,"Month","Current Reference Person",82832,82832,"HS",5.854,"Does not own home","No"
"87","1","40",51,"Female",2,"Divorced, annulled","Very satisfied",130000,52,35,"Yes","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",3,"Month","Current Reference Person",55000,96960,"SomeCollege",1.846,"[100, 150)","Yes"
"88","1","392",43,"Female",3,"Divorced, annulled","Completely satisfied",2e+05,52,30,"Yes","Good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Pentecostal/Assembly of God","Yes",1,"Week","Current Reference Person",80001,96848,"SomeCollege",0.605,"[185, 240)","Yes"
"89","1","283",25,"Male",2,"Married","Somewhat satisfied",250000,52,8,"No; did/will not file","Very good","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","Yes",2,"Month","Current Reference Person",52900,160900,"SomeCollege",0.85,"[240, 300)","Yes"
"90","1","1963",67,"Female",0,"Divorced, annulled","Somewhat satisfied",610000,50,14,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Week","Current Reference Person",76020,85470,"College",67.996,"[450, 4500)","Yes"
"91","1","1885",47,"Female",0,"Never married","Very satisfied",NA,52,21,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","Yes",2,"Week","Current Reference Person",103003,103003,"College",64.96,"Does not own home","Yes"
"92","1","1100",46,"Male",3,"Married","Very satisfied",NA,10,14,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Spouse or new spouse",77900,77900,"HS",17.902,"Does not own home","No"
"93","1","3586",70,"Male",0,"Married","Somewhat satisfied",220000,0,14,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Presbyterian","Yes",0,"None*","Spouse or new spouse",280,68872,"College",49.399,"[185, 240)","Yes"
"94","1","1914",71,"Male",0,"Married","Very satisfied",125000,52,30,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",2,"Week","Current Reference Person",-129970,-71170,"College",36.387,"[100, 150)","Yes"
"95","1","2698",72,"Male",0,"Married","Very satisfied",1e+05,52,20,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Week","Spouse or new spouse",86044,108844,"College",65.838,"[100, 150)","Yes"
"96","1","2741",49,"Female",0,"Divorced, annulled","Very satisfied",NA,52,2,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Week","Current Reference Person",45260,45260,"HS",62.44,"Does not own home","Yes"
"97","1","3059",47,"Male",1,"Married","Very satisfied",110000,52,20,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",5,"Year","Spouse or new spouse",132200,133796,"SomeCollege",32.992,"[100, 150)","Yes"
"98","1","2687",45,"Male",0,"Never married","Very satisfied",180000,52,3,"Yes","Excellent","Asian","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","Yes",2,"Year","Current Reference Person",370500,370500,"College",74.641,"[150, 185)","Yes"
"99","1","3578",48,"Female",2,"Married","Not very satisfied",NA,52,3,"No; did/will not file","Good","Asian","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",1,"Week","Current Reference Person",41000,76300,"College",37.192,"Does not own home","No"
"100","1","3880",83,"Female",0,"Widowed","Very satisfied",95000,0,84,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Week","Current Reference Person",2000,26876,"HS",64.954,"[65, 100)","Yes"
"101","1","6831",57,"Male",0,"Married","Very satisfied",95000,52,30,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",0,"None*","Spouse or new spouse",122100,132100,"HS",31.234,"[65, 100)","Yes"
"102","1","3902",55,"Female",0,"Divorced, annulled","Somewhat satisfied",NA,0,30,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",0,8400,"Limited",65.668,"Does not own home","No"
"103","1","4503",54,"Female",0,"Divorced, annulled","Very satisfied",151000,52,20,"Yes","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",10,"Year","Current Reference Person",94300,112192,"College",32.34,"[150, 185)","No"
"104","1","3886",35,"Female",0,"Never married","Somewhat satisfied",NA,0,14,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",0,"None*","Current Reference Person",0,11844,"SomeHS",14.669,"Does not own home","No"
"105","1","8258",34,"Male",0,"Divorced, annulled","Very satisfied",NA,52,14,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",1,"Year","Current Reference Person",127490,127490,"College",15.214,"Does not own home","No"
"106","1","8096",31,"Male",5,"Separated","Very satisfied",NA,52,6,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","No",1,"Month","Current Reference Person",62000,70400,"SomeHS",12.061,"Does not own home","No"
"107","1","8600",31,"Male",0,"Never married","Very satisfied",90000,52,40,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",60000,60000,"College",32.436,"[65, 100)","No"
"108","1","8029",47,"Male",0,"Married","Very satisfied",156000,52,10,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",0,"None*","Spouse or new spouse",140010,154010,"HS",9.133,"[150, 185)","No"
"109","1","8259",47,"Male",0,"Married","Very satisfied",250000,52,10,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Spouse or new spouse",104600,178000,"SomeCollege",6.456,"[240, 300)","Yes"
"110","1","8073",40,"Male",2,"Married","Very satisfied",225000,52,35,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",1,"Week","Spouse or new spouse",52016,52016,"HS",17.11,"[185, 240)","Yes"
"112","1","9260",40,"Male",0,"Married","Very satisfied",24000,52,25,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",46100,47100,"HS",16.577,"[0.145, 65)","No"
